De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude,nearest_distance,nearest_school,nearest_management_type,nearest_same_management_distance,nearest_same_management_school,nearest_distance_other_management,nearest_school_other_management,nearest_management_type_other_management,Sustainability,geom
3032185,"St Trea's Primary School, Magherafelt",Magherafelt,BT45 6LL,Catholic Maintained,Mid Ulster,RURAL,106.0,54.738229,-6.525932,2.413214952111817,"Woods Primary School, Magherafelt",Controlled,3.78953493585365,"Anahorish Primary School, Toomebridge",2.413214952111817,"Woods Primary School, Magherafelt",Controlled,Sustainable,POINT (-6.525932 54.738229)
3032197,"Knocknagin Primary School, Dessertmartin",Desertmartin,BT45 5LE,Catholic Maintained,Mid Ulster,RURAL,74.0,54.77469,-6.678379,2.4575897572415246,"St Columb's Primary School, Desertmartin",Catholic Maintained,2.4575897572415246,"St Columb's Primary School, Desertmartin",4.829494453730808,"Tobermore Primary School, Tobermore",Controlled,Not Sustainable,POINT (-6.678379 54.77469)
3032202,"St Columba's Primary School, Garvagh",Garvagh,BT51 5EQ,Catholic Maintained,East Londonderry,RURAL,101.0,55.016711,-6.735542,2.8863562332080255,"Gorran Primary School, Coleraine",Controlled,5.056013604925362,St Patrick's & St Joseph's Primary School,2.8863562332080255,"Gorran Primary School, Coleraine",Controlled,Not Sustainable,POINT (-6.735542 55.016711)
3032205,"St Columb's Primary School, Desertmartin",Desertmartin,BT45 5NQ,Catholic Maintained,Mid Ulster,RURAL,77.0,54.766304,-6.713828,2.4575897572415246,"Knocknagin Primary School, Dessertmartin",Catholic Maintained,2.4575897572415246,"Knocknagin Primary School, Dessertmartin",5.553995842029213,"Tobermore Primary School, Tobermore",Controlled,Not Sustainable,POINT (-6.713828 54.766304)
3032218,"Crossroads Primary School, Kilrea",Kilrea,BT51 5TW,Catholic Maintained,Mid Ulster,RURAL,108.0,54.919153,-6.59261,4.099593986138737,"Kilrea Primary School, Coleraine",Controlled,4.9130408611883905,"St Columba's Primary School, Kilrea",4.099593986138737,"Kilrea Primary School, Coleraine",Controlled,Sustainable,POINT (-6.59261 54.919153)
3032231,"St Colum's Primary School, Portstewart",Portstewart,BT55 7EF,Catholic Maintained,East Londonderry,URBAN,150.0,55.182763,-6.716504,0.32178429312681023,Portstewart Primary School,Controlled,4.894292124838246,"St Patrick's Primary School, Portrush",0.32178429312681023,Portstewart Primary School,Controlled,Sustainable,POINT (-6.716504 55.182763)
3032246,"St John Bosco Primary School, Ballynease",Portglenone,BT44 8NZ,Catholic Maintained,Mid Ulster,RURAL,107.0,54.844974,-6.482157,3.0179145951691697,"St Mary's Primary School, Portglenone",Catholic Maintained,3.0179145951691697,"St Mary's Primary School, Portglenone",3.247511741140853,Portglenone Primary School,Controlled,Sustainable,POINT (-6.482157 54.844974)
3032257,"Anahorish Primary School, Toomebridge",Toome,BT41 3SS,Catholic Maintained,Mid Ulster,RURAL,186.0,54.769776,-6.50359,3.3832281256949774,"New Row Primary School, Castledawson",Catholic Maintained,3.3832281256949774,"New Row Primary School, Castledawson",3.6598638659561353,Castledawson Primary School,Controlled,Sustainable,POINT (-6.50359 54.769776)
3032268,"St Columba's Primary School, Straw",Draperstown,BT45 7BB,Catholic Maintained,Mid Ulster,RURAL,145.0,54.783686,-6.806025,0.0,"Gaelscoil Na Speirini, Draperstown",Other Maintained,2.074003166021177,"St Mary's Primary School, Draperstown",0.0,"Gaelscoil Na Speirini, Draperstown",Other Maintained,Sustainable,POINT (-6.806025 54.783686)
3032271,"St Eoghan's Primary School, Magherafelt",Draperstown,BT45 7DZ,Catholic Maintained,Mid Ulster,RURAL,131.0,54.816163,-6.830159,3.928648729860169,"St Columba's Primary School, Straw",Catholic Maintained,3.928648729860169,"St Columba's Primary School, Straw",3.928648729860169,"Gaelscoil Na Speirini, Draperstown",Other Maintained,Sustainable,POINT (-6.830159 54.816163)
3032273,"St Mary's Primary School, Draperstown",Draperstown,BT45 7AF,Catholic Maintained,Mid Ulster,RURAL,177.0,54.793383,-6.778392,2.074003166021177,"St Columba's Primary School, Straw",Catholic Maintained,2.074003166021177,"St Columba's Primary School, Straw",2.074003166021177,"Gaelscoil Na Speirini, Draperstown",Other Maintained,Sustainable,POINT (-6.778392 54.793383)
3032274,"St John's Primary School, Swatragh",Maghera,BT46 5PY,Catholic Maintained,Mid Ulster,RURAL,225.0,54.903513,-6.668346,3.2740463832070983,"Ampertaine Primary School, Maghera",Controlled,4.369680839358461,"St Brigid's Primary School, Tirkane",3.2740463832070983,"Ampertaine Primary School, Maghera",Controlled,Sustainable,POINT (-6.668346 54.903513)
3032275,"St Mary's Primary School, Greenlough",Clady,BT44 8NN,Catholic Maintained,Mid Ulster,RURAL,160.0,54.867799,-6.515397,2.8310714857917305,Portglenone Primary School,Controlled,2.905365563527178,"St Mary's Primary School, Portglenone",2.8310714857917305,Portglenone Primary School,Controlled,Sustainable,POINT (-6.515397 54.867799)
3032281,"St Mary's Primary School, Bellaghy",Bellaghy,BT45 8HX,Catholic Maintained,Mid Ulster,RURAL,208.0,54.809503,-6.519744,0.2247869741646852,Bellaghy Primary School,Controlled,4.269542414243975,"New Row Primary School, Castledawson",0.2247869741646852,Bellaghy Primary School,Controlled,Sustainable,POINT (-6.519744 54.809503)
3032285,St Patrick's & St Joseph's Primary School,Garvagh,BT51 5BA,Catholic Maintained,East Londonderry,RURAL,155.0,54.975286,-6.70286,1.7467336307539516,Garvagh Primary School,Controlled,5.056013604925362,"St Columba's Primary School, Garvagh",1.7467336307539516,Garvagh Primary School,Controlled,Sustainable,POINT (-6.70286 54.975286)
3032297,"St Malachy's Primary School, Coleraine",Coleraine,BT52 1HJ,Catholic Maintained,East Londonderry,URBAN,170.0,55.126048,-6.665965,0.6529109772844712,"Killowen Primary School, Coleraine",Controlled,1.1411574020120088,"St John's Primary School, Coleraine",0.6529109772844712,"Killowen Primary School, Coleraine",Controlled,Sustainable,POINT (-6.665965 55.126048)
3033303,"St Oliver Plunkett's Primary School, Toomebridge",Toome,BT41 3NJ,Catholic Maintained,South Antrim,RURAL,206.0,54.75165,-6.460101,3.0704460347216047,"Duneane Primary School, Toomebridge",Controlled,3.442025250931657,"Anahorish Primary School, Toomebridge",3.0704460347216047,"Duneane Primary School, Toomebridge",Controlled,Sustainable,POINT (-6.460101 54.75165)
3033313,"St Bernard's Primary School, Newtownabbey",Newtownabbey,BT36 6DW,Catholic Maintained,Belfast North,URBAN,624.0,54.667811,-5.949213,0.4831925008158527,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,1.1913762423907746,St Mary's-on-the-Hill Primary School,0.4831925008158527,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,Sustainable,POINT (-5.949213 54.667811)
3033317,"St John's Primary School, Carnlough",Carnlough,BT44 0HJ,Catholic Maintained,East Antrim,RURAL,146.0,54.988616,-5.993239,0.5022308208490973,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,8.468547553825122,"St Patrick's Primary School, Glenariff",0.5022308208490973,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,Sustainable,POINT (-5.993239 54.988616)
3033320,"St Patrick's Primary School, Rasharkin",Ballymena,BT44 8SB,Catholic Maintained,North Antrim,RURAL,242.0,54.963076,-6.472304,1.009739419070042,Rasharkin Primary School,Controlled,5.3581788753506965,"St Columba's Primary School, Kilrea",1.009739419070042,Rasharkin Primary School,Controlled,Sustainable,POINT (-6.472304 54.963076)
3033326,"St Brigid's Primary School, Ballymoney",Ballymoney,BT53 6JX,Catholic Maintained,North Antrim,URBAN,209.0,55.06696,-6.521633,0.5460806805654901,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,9.784337589398861,"St Joseph's Primary School, Dunloy",0.5460806805654901,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,Sustainable,POINT (-6.521633 55.06696)
3033709,"St John's Primary School, Coleraine",Coleraine,BT51 3DX,Catholic Maintained,East Londonderry,URBAN,166.0,55.130634,-6.682023,0.5182393858885855,"Killowen Primary School, Coleraine",Controlled,1.1411574020120088,"St Malachy's Primary School, Coleraine",0.5182393858885855,"Killowen Primary School, Coleraine",Controlled,Sustainable,POINT (-6.682023 55.130634)
3036026,"St Joseph's Primary School, Crumlin",Crumlin,BT29 4LA,Catholic Maintained,South Antrim,URBAN,541.0,54.611733,-6.221597,0.0,"Gaelscoil Ghleann Darach, Crumlin",Other Maintained,4.11385444451976,"Ballymacrickett Primary School, Glenavy",0.0,"Gaelscoil Ghleann Darach, Crumlin",Other Maintained,Sustainable,POINT (-6.221597 54.611733)
3036039,"St Mary's Primary School, Glenview",Maghera,BT46 5AP,Catholic Maintained,Mid Ulster,RURAL,274.0,54.8455,-6.680112,0.8576169839036627,Maghera Primary School,Controlled,1.954892948793548,"St Patrick's Primary School, Maghera",0.8576169839036627,Maghera Primary School,Controlled,Sustainable,POINT (-6.680112 54.8455)
3036046,St Mary's-on-the-Hill Primary School,Newtownabbey,BT36 6JU,Catholic Maintained,Belfast North,URBAN,342.0,54.678031,-5.954776,0.344082304973325,"Ashgrove Primary School, Newtownabbey",Controlled,1.1913762423907746,"St Bernard's Primary School, Newtownabbey",0.344082304973325,"Ashgrove Primary School, Newtownabbey",Controlled,Sustainable,POINT (-5.954776 54.678031)
3036050,"St Joseph's Primary School, Antrim",Antrim,BT41 1JZ,Catholic Maintained,South Antrim,URBAN,345.0,54.716743,-6.181665,0.5642176373410857,"Greystone Primary School, Antrim",Controlled,2.6392363793624116,"St Comgall's Primary School, Antrim",0.5642176373410857,"Greystone Primary School, Antrim",Controlled,Sustainable,POINT (-6.181665 54.716743)
3036100,"St James Primary School, Newtownabbey",Newtownabbey,BT37 0AS,Catholic Maintained,East Antrim,URBAN,261.0,54.676553,-5.905607,0.5078098797232156,"King's Park Primary School, Newtownabbey",Controlled,2.8879294485472693,"St MacNissi's Primary School, Newtownabbey",0.5078098797232156,"King's Park Primary School, Newtownabbey",Controlled,Sustainable,POINT (-5.905607 54.676553)
3036103,"St Brigid's Primary School, Knockloughrim",Gulladuff,BT45 8PG,Catholic Maintained,Mid Ulster,RURAL,263.0,54.840127,-6.591284,3.4456148649313105,"Knockloughrim Primary School, Magherafelt",Controlled,5.709313627974085,"St Mary's Primary School, Bellaghy",3.4456148649313105,"Knockloughrim Primary School, Magherafelt",Controlled,Sustainable,POINT (-6.591284 54.840127)
3036131,"St Patrick's Primary School, Glenariff",Ballymena,BT44 0RB,Catholic Maintained,East Antrim,RURAL,83.0,55.056884,-6.052131,2.2306616312209497,"St Mary's Primary School, Cushendall",Catholic Maintained,2.2306616312209497,"St Mary's Primary School, Cushendall",8.163110685032619,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,Not Sustainable,POINT (-6.052131 55.056884)
3036139,"St MacNissi's Primary School, Newtownabbey",Newtownabbey,BT36 6UE,Catholic Maintained,South Antrim,URBAN,172.0,54.692454,-5.94113,0.3644339136170541,"Mossley Primary School, Newtownabbey",Controlled,1.827961945027707,St Mary's-on-the-Hill Primary School,0.3644339136170541,"Mossley Primary School, Newtownabbey",Controlled,Sustainable,POINT (-5.94113 54.692454)
3036147,"St Columba's Primary School, Kilrea",Kilrea,BT51 5UT,Catholic Maintained,East Londonderry,RURAL,258.0,54.957934,-6.555754,1.0643704315107556,"Kilrea Primary School, Coleraine",Controlled,4.9130408611883905,"Crossroads Primary School, Kilrea",1.0643704315107556,"Kilrea Primary School, Coleraine",Controlled,Sustainable,POINT (-6.555754 54.957934)
3036154,"St Patrick's Primary School, Loughgiel",Ballymena,BT44 9JR,Catholic Maintained,North Antrim,RURAL,154.0,55.064334,-6.297939,3.6379556962545587,"St Anne's Primary School, Loughgiel",Catholic Maintained,3.6379556962545587,"St Anne's Primary School, Loughgiel",4.475480583894937,"Knockahollet Primary School, Ballymena",Controlled,Sustainable,POINT (-6.297939 55.064334)
3036243,"St Joseph's Primary School, Dunloy",Dunloy,BT44 9EF,Catholic Maintained,North Antrim,RURAL,312.0,55.004747,-6.413046,3.7283925237528477,"Garryduff Primary School, Ballymoney",Controlled,5.980445297372616,"St Patrick's Primary School, Rasharkin",3.7283925237528477,"Garryduff Primary School, Ballymoney",Controlled,Sustainable,POINT (-6.413046 55.004747)
3036268,"St Ciaran's Primary School, Cushendun",Cushendall,BT44 0NJ,Catholic Maintained,East Antrim,RURAL,44.0,55.117373,-6.05599,3.9391540517244916,"Glenann Primary School, Cushendall",Catholic Maintained,3.9391540517244916,"Glenann Primary School, Cushendall",14.48615303990451,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,Not Sustainable,POINT (-6.05599 55.117373)
3036292,"St Patrick's Primary School, Maghera",Maghera,BT46 5JN,Catholic Maintained,Mid Ulster,RURAL,171.0,54.846555,-6.710591,1.954892948793548,"St Mary's Primary School, Glenview",Catholic Maintained,1.954892948793548,"St Mary's Primary School, Glenview",2.812507445766969,Maghera Primary School,Controlled,Sustainable,POINT (-6.710591 54.846555)
3036559,"St Patrick's & St Brigid's Primary School, Ballycastle",Ballycastle,BT54 6AN,Catholic Maintained,North Antrim,URBAN,448.0,55.204587,-6.252782,0.46237219021102915,Ballycastle Integrated Primary School,Controlled Integrated,9.080080922162912,"St Olcan's Primary School, Ballymoney",0.46237219021102915,Ballycastle Integrated Primary School,Controlled Integrated,Sustainable,POINT (-6.252782 55.204587)
3036562,"Holy Family Primary School, Magherafelt",Magherafelt,BT45 6AX,Catholic Maintained,Mid Ulster,URBAN,568.0,54.757521,-6.602947,0.3530497938297059,Magherafelt Primary School,Controlled,3.760798318390473,"New Row Primary School, Castledawson",0.3530497938297059,Magherafelt Primary School,Controlled,Sustainable,POINT (-6.602947 54.757521)
3036563,"St Nicholas' Primary School, Carrickfergus",Carrickfergus,BT38 8AU,Catholic Maintained,East Antrim,URBAN,131.0,54.714758,-5.814617,0.32379708509599325,"Central Integrated Primary School, Carrickfergus",Controlled Integrated,7.227502475449454,"St James Primary School, Newtownabbey",0.32379708509599325,"Central Integrated Primary School, Carrickfergus",Controlled Integrated,Not Sustainable,POINT (-5.814617 54.714758)
3036575,"St MacNissi's Primary School, Larne",Larne,BT40 1RF,Catholic Maintained,East Antrim,URBAN,169.0,54.851954,-5.815331,0.5376910391331454,"Moyle Primary School, Larne",Controlled,1.5243480881315343,"St Anthony's Primary School, Larne",0.5376910391331454,"Moyle Primary School, Larne",Controlled,Sustainable,POINT (-5.815331 54.851954)
3036666,"St Colmcilles Primary School, Ballymena",Ballymena,BT43 5DG,Catholic Maintained,North Antrim,URBAN,425.0,54.867333,-6.285036,0.5760108675479351,Ballymena Primary School,Controlled,1.5344534810327704,"St Brigid's Primary School, Ballymena",0.5760108675479351,Ballymena Primary School,Controlled,Sustainable,POINT (-6.285036 54.867333)
3036679,"St Brigid's Primary School, Ballymena",Ballymena,BT43 7DZ,Catholic Maintained,North Antrim,URBAN,387.0,54.874855,-6.26493,0.5853455630461174,"Braidside Integratead Primary School, Ballymena",GMI,1.5344534810327704,"St Colmcilles Primary School, Ballymena",0.5853455630461174,"Braidside Integratead Primary School, Ballymena",GMI,Sustainable,POINT (-6.26493 54.874855)
3036683,"St Paul's Primary School, Ahoghill",Ahoghill,BT42 1LF,Catholic Maintained,North Antrim,RURAL,26.0,54.847007,-6.374844,0.9119070141309,"Fourtowns Primary School, Ahoghill",Controlled,6.176600899108734,"St Colmcilles Primary School, Ballymena",0.9119070141309,"Fourtowns Primary School, Ahoghill",Controlled,Not Sustainable,POINT (-6.374844 54.847007)
3036704,"Mary Queen of Peace Primary School, Cargan",Martinstown,BT43 6QH,Catholic Maintained,North Antrim,RURAL,227.0,54.968881,-6.22938,3.4943243845983014,Clough Primary School,Controlled,8.008561649728493,"St Anne's Primary School, Loughgiel",3.4943243845983014,Clough Primary School,Controlled,Sustainable,POINT (-6.22938 54.968881)
3046653,"Gaelscoil An Chaistil, Ballycastle",Ballycastle,BT54 6QQ,Other Maintained,North Antrim,URBAN,100.0,55.197932,-6.257298,0.7935566746776582,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,46.47575340751398,"Gaelscoil Leim An Mhadaidh, Limavady",0.7935566746776582,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,Not Sustainable,POINT (-6.257298 55.197932)
3046678,"Gaelscoil Na Speirini, Draperstown",Draperstown,BT45 7BB,Other Maintained,Mid Ulster,RURAL,79.0,54.783686,-6.806025,0.0,"St Columba's Primary School, Straw",Catholic Maintained,13.301260209782624,"Gaelscoil an tSeanchai, Magherafelt",0.0,"St Columba's Primary School, Straw",Catholic Maintained,Not Sustainable,POINT (-6.806025 54.783686)
3046684,"Gaelscoil Ghleann Darach, Crumlin",Crumlin,BT29 4LA,Other Maintained,South Antrim,RURAL,99.0,54.611733,-6.221597,0.0,"St Joseph's Primary School, Crumlin",Catholic Maintained,14.341125187435214,Scoil Na Fuiseoige,0.0,"St Joseph's Primary School, Crumlin",Catholic Maintained,Not Sustainable,POINT (-6.221597 54.611733)
3046685,"Gaelscoil Eanna, Glengormley",Newtownabbey,BT36 7AU,Other Maintained,Belfast North,RURAL,213.0,54.666554,-5.968451,1.030042111097231,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,5.77403067977809,Bunscoil Bheann Mhadagain,1.030042111097231,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,Sustainable,POINT (-5.968451 54.666554)
3046691,"Gaelscoil an tSeanchai, Magherafelt",Magherafelt,BT45 6BW,Other Maintained,Mid Ulster,URBAN,128.0,54.752971,-6.60562,0.5342207290827442,"Holy Family Primary School, Magherafelt",Catholic Maintained,13.301260209782624,"Gaelscoil Na Speirini, Draperstown",0.5342207290827442,"Holy Family Primary School, Magherafelt",Catholic Maintained,Not Sustainable,POINT (-6.60562 54.752971)
3050519,"Carnlough Integrated Primary School, Ballymena",Carnlough,BT44 0EU,Controlled Integrated,East Antrim,RURAL,27.0,54.992713,-5.989925,0.5022308208490973,"St John's Primary School, Carnlough",Catholic Maintained,3.657256834093864,"Seaview Integrated Primary School, Glenarm",0.5022308208490973,"St John's Primary School, Carnlough",Catholic Maintained,Not Sustainable,POINT (-5.989925 54.992713)
3050791,"Glengormley Integrated Primary School, Newtownabbey",Newtownabbey,BT36 6HJ,Controlled Integrated,Belfast North,URBAN,268.0,54.670971,-5.954371,0.4831925008158527,"St Bernard's Primary School, Newtownabbey",Catholic Maintained,3.271241014740789,Mallusk Controlled Integrated Primary School,0.4831925008158527,"St Bernard's Primary School, Newtownabbey",Catholic Maintained,Sustainable,POINT (-5.954371 54.670971)
3050841,"Central Integrated Primary School, Carrickfergus",Carrickfergus,BT38 8AL,Controlled Integrated,East Antrim,URBAN,140.0,54.716722,-5.810895,0.32379708509599325,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,6.702302101604991,"Glencraig Integrated Primary School, Holywood",0.32379708509599325,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,Sustainable,POINT (-5.810895 54.716722)
3050859,Crumlin Integrated Primary School,Crumlin,BT29 4XL,Controlled Integrated,South Antrim,URBAN,150.0,54.621441,-6.214609,1.1694971565130396,"St Joseph's Primary School, Crumlin",Catholic Maintained,11.190044570625282,Six Mile Integrated Primary School,1.1694971565130396,"St Joseph's Primary School, Crumlin",Catholic Maintained,Sustainable,POINT (-6.214609 54.621441)
3050866,Ballymoney Model Controlled Integrated Primary School,Ballymoney,BT53 6BW,Controlled Integrated,North Antrim,URBAN,363.0,55.071794,-6.523146,0.5460806805654901,"St Brigid's Primary School, Ballymoney",Catholic Maintained,17.431473718706034,"Carhill Integrated Primary School, Garvagh",0.5460806805654901,"St Brigid's Primary School, Ballymoney",Catholic Maintained,Sustainable,POINT (-6.523146 55.071794)
3050899,"Seaview Integrated Primary School, Glenarm",Glenarm,BT44 0AA,Controlled Integrated,East Antrim,RURAL,108.0,54.967977,-5.95215,3.484515577386779,"St John's Primary School, Carnlough",Catholic Maintained,3.657256834093864,"Carnlough Integrated Primary School, Ballymena",3.484515577386779,"St John's Primary School, Carnlough",Catholic Maintained,Sustainable,POINT (-5.95215 54.967977)
3052071,"Carhill Integrated Primary School, Garvagh",Garvagh,BT51 5PQ,Controlled Integrated,East Londonderry,RURAL,77.0,54.94365,-6.680612,3.7937031640689742,St Patrick's & St Joseph's Primary School,Catholic Maintained,17.431473718706034,Ballymoney Model Controlled Integrated Primary School,3.7937031640689742,St Patrick's & St Joseph's Primary School,Catholic Maintained,Not Sustainable,POINT (-6.680612 54.94365)
3053333,Ballycastle Integrated Primary School,Ballycastle,BT54 6BJ,Controlled Integrated,North Antrim,URBAN,200.0,55.202617,-6.246365,0.46237219021102915,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,22.827642667267995,Ballymoney Model Controlled Integrated Primary School,0.46237219021102915,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,Sustainable,POINT (-6.246365 55.202617)
3056231,Six Mile Integrated Primary School,Antrim,BT41 2TA,Controlled Integrated,South Antrim,URBAN,247.0,54.720976,-6.188956,0.6639426792843796,"St Joseph's Primary School, Antrim",Catholic Maintained,2.4708084903021614,Round Tower Integrated Primary School,0.6639426792843796,"St Joseph's Primary School, Antrim",Catholic Maintained,Sustainable,POINT (-6.188956 54.720976)
3056248,Round Tower Integrated Primary School,Antrim,BT41 2TH,Controlled Integrated,South Antrim,URBAN,252.0,54.732487,-6.221869,1.1809026474688622,"St Comgall's Primary School, Antrim",Catholic Maintained,2.4708084903021614,Six Mile Integrated Primary School,1.1809026474688622,"St Comgall's Primary School, Antrim",Catholic Maintained,Sustainable,POINT (-6.221869 54.732487)
3056708,Mallusk Controlled Integrated Primary School,Newtownabbey,BT36 4QE,Controlled Integrated,South Antrim,URBAN,123.0,54.678923,-6.003356,2.0477753075155314,Mossgrove Primary School,Controlled,3.271241014740789,"Glengormley Integrated Primary School, Newtownabbey",2.0477753075155314,Mossgrove Primary School,Controlled,Not Sustainable,POINT (-6.003356 54.678923)
3066544,"Mill Strand Integrated Primary School, Portrush",Portrush,BT56 8EW,GMI,East Londonderry,URBAN,409.0,55.197652,-6.663398,1.0101201898850594,Portrush Primary School,Controlled,25.482433496495183,"Roe Valley Integrated Primary School, Limavady",1.0101201898850594,Portrush Primary School,Controlled,Sustainable,POINT (-6.663398 55.197652)
3066551,"Braidside Integratead Primary School, Ballymena",Ballymena,BT43 7EN,GMI,North Antrim,URBAN,319.0,54.877536,-6.257056,0.5853455630461174,"St Brigid's Primary School, Ballymena",Catholic Maintained,14.28222049354564,"Maine Integrated Primary School, Randalstown",0.5853455630461174,"St Brigid's Primary School, Ballymena",Catholic Maintained,Sustainable,POINT (-6.257056 54.877536)
3066561,"Corran Integrated Primary School, Larne",Larne,BT40 1TP,GMI,East Antrim,URBAN,220.0,54.871247,-5.822981,1.4397442325268985,"Linn Primary School, Larne",Controlled,16.29020592478576,"Acorn Integrated Primary School, Carrickfergus",1.4397442325268985,"Linn Primary School, Larne",Controlled,Sustainable,POINT (-5.822981 54.871247)
3066568,"Acorn Integrated Primary School, Carrickfergus",Carrickfergus,BT38 7JL,GMI,East Antrim,URBAN,223.0,54.725719,-5.793737,0.198406860744732,"Victoria Primary School, Carrickfergus",Controlled,11.885493498025351,"Hazelwood Integrated Primary School, Newtownabbey",0.198406860744732,"Victoria Primary School, Carrickfergus",Controlled,Sustainable,POINT (-5.793737 54.725719)
3066613,"Spires Integrated Primary School, Magherafelt",Magherafelt,BT45 6HH,GMI,Mid Ulster,URBAN,210.0,54.741074,-6.621168,1.6570429310152262,"Gaelscoil an tSeanchai, Magherafelt",Other Maintained,13.636574686110624,"Phoenix Integrated Primary School NU, Cookstown",1.6570429310152262,"Gaelscoil an tSeanchai, Magherafelt",Other Maintained,Sustainable,POINT (-6.621168 54.741074)
3066652,"Maine Integrated Primary School, Randalstown",Randalstown,BT41 3EH,GMI,South Antrim,URBAN,152.0,54.756104,-6.329697,0.8441975802174551,Randalstown Central Primary School,Controlled,14.28222049354564,"Braidside Integratead Primary School, Ballymena",0.8441975802174551,Randalstown Central Primary School,Controlled,Sustainable,POINT (-6.329697 54.756104)
4010512,"McKinney Primary School, Dundrod",Crumlin,BT29 4HX,Controlled,South Antrim,RURAL,158.0,54.61365,-6.121373,3.863330986681969,"Straidhavern Primary School, Crumlin",Controlled,3.863330986681969,"Straidhavern Primary School, Crumlin",4.0946687938414605,"Ballymacward Primary School, Lisburn",Catholic Maintained,Sustainable,POINT (-6.121373 54.61365)
4010720,"Ballycarrickmaddy Primary School, Lisburn",Lisburn,BT28 2NX,Controlled,South Antrim,RURAL,196.0,54.552823,-6.149273,3.975029313343353,"Ballymacward Primary School, Lisburn",Catholic Maintained,5.47545925728694,"Ballymacash Primary School, Lisburn",3.975029313343353,"Ballymacward Primary School, Lisburn",Catholic Maintained,Sustainable,POINT (-6.149273 54.552823)
4010743,"Largymore Primary School, Lisburn",Lisburn,BT27 5BT,Controlled,Lagan Valley,URBAN,194.0,54.509093,-6.026521,0.701991293314153,"Fort Hill Integrated Primary School, Lisburn",Controlled Integrated,1.1086982150065634,"Brownlee Primary School, Lisburn",0.701991293314153,"Fort Hill Integrated Primary School, Lisburn",Controlled Integrated,Sustainable,POINT (-6.026521 54.509093)
4010762,"Brownlee Primary School, Lisburn",Lisburn,BT27 4AA,Controlled,Lagan Valley,URBAN,198.0,54.513033,-6.042298,0.16026953090330312,"St Joseph's Primary School, Lisburn",Catholic Maintained,0.7880178940256811,Lisburn Central Primary School,0.16026953090330312,"St Joseph's Primary School, Lisburn",Catholic Maintained,Sustainable,POINT (-6.042298 54.513033)
4010788,Dunmurry Primary School,Dunmurry,BT17 9AN,Controlled,Lagan Valley,URBAN,217.0,54.54738,-6.004209,0.6780044605177582,"Seymour Hill Primary School, Belfast",Controlled,0.6780044605177582,"Seymour Hill Primary School, Belfast",0.9302447592695015,"St Anne's Primary School, Belfast",Catholic Maintained,Sustainable,POINT (-6.004209 54.54738)
4010807,Lisburn Central Primary School,Lisburn,BT28 1JJ,Controlled,Lagan Valley,URBAN,213.0,54.50666,-6.047637,0.6411068722340527,"Tonagh Primary School, Lisburn",Controlled,0.6411068722340527,"Tonagh Primary School, Lisburn",0.6991903227268896,"St Joseph's Primary School, Lisburn",Catholic Maintained,Sustainable,POINT (-6.047637 54.50666)
4010882,"Seymour Hill Primary School, Belfast",Dunmurry,BT17 9QX,Controlled,Lagan Valley,URBAN,254.0,54.542758,-6.011065,0.593951279102068,Oakwood Integrated Primary School,GMI,0.6780044605177582,Dunmurry Primary School,0.593951279102068,Oakwood Integrated Primary School,GMI,Sustainable,POINT (-6.011065 54.542758)
4010885,"Tonagh Primary School, Lisburn",Lisburn,BT28 1DQ,Controlled,Lagan Valley,URBAN,228.0,54.510323,-6.055306,0.6411068722340527,Lisburn Central Primary School,Controlled,0.6411068722340527,Lisburn Central Primary School,0.7026173255465867,"St Aloysius Primary School, Lisburn",Catholic Maintained,Sustainable,POINT (-6.055306 54.510323)
4011265,"Ballyvester Primary School, Donaghadee",Donaghadee,BT21 0NF,Controlled,North Down,RURAL,116.0,54.624764,-5.561653,2.254854816171231,Donaghadee Primary School,Controlled,2.254854816171231,Donaghadee Primary School,2.4207993401393555,"St Anne's Primary School, Donaghadee",Catholic Maintained,Sustainable,POINT (-5.561653 54.624764)
4011300,"Greyabbey Primary School, Newtownards",Greyabbey,BT22 2QA,Controlled,Strangford,RURAL,78.0,54.534315,-5.560855,4.794330943254494,"Ballywalter Primary School, Ballywater",Controlled,4.794330943254494,"Ballywalter Primary School, Ballywater",5.572053933592321,"Kircubbin Integrated Primary School, Newtownards",Controlled Integrated,Not Sustainable,POINT (-5.560855 54.534315)
