De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude
2036247,"St Columba's Primary School, Newbuildings",New Buildings,BT47 2QS,Catholic Maintained,Foyle,RURAL,41.0,54.957264,-7.358034
2036258,"St Davog's Primary School, Belleek",Belleek,BT93 3FJ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,105.0,54.481322,-8.090659
2036259,"Sacred Heart Primary School, Trench Road",Londonderry,BT47 2DT,Catholic Maintained,Foyle,URBAN,424.0,54.985033,-7.307949
2036288,"Good Shepherd Primary School, Derry",Londonderry,BT47 6BW,Catholic Maintained,Foyle,URBAN,437.0,54.993609,-7.309067
2036291,"St Oliver Plunkett Primary School, Beragh",Sixmilecross,BT79 0TH,Catholic Maintained,West Tyrone,RURAL,140.0,54.544478,-7.171157
2036356,"St Mary's Primary School, Tempo",Tempo,BT94 3HU,Catholic Maintained,Fermanagh And South Tyrone,RURAL,146.0,54.385507,-7.466087
2036415,"Our Lady of Lourdes Primary School, Greencastle",Greencastle,BT79 7QP,Catholic Maintained,West Tyrone,RURAL,115.0,54.692109,-7.087182
2036449,"Christ the King Primary School, Omagh",Omagh,BT79 7HX,Catholic Maintained,West Tyrone,URBAN,196.0,54.613757,-7.300491
2036458,"St Mary's Primary School, Gortnaghey",Dungiven,BT47 4PZ,Catholic Maintained,East Londonderry,RURAL,76.0,54.956429,-6.97026
2036459,"St Theresa's Primary School, Glebe",Sion Mills,BT82 9NZ,Catholic Maintained,West Tyrone,RURAL,81.0,54.786624,-7.49033
2036461,"St Therese Primary School, Lenamore",Londonderry,BT48 8NX,Catholic Maintained,Foyle,URBAN,354.0,55.032088,-7.324654
2036465,"Chapel Road Primary School, Londonderry",Londonderry,BT47 2BD,Catholic Maintained,Foyle,URBAN,193.0,54.990062,-7.307753
2036472,"Holy Family Primary School, Derry",Londonderry,BT48 0AZ,Catholic Maintained,Foyle,URBAN,520.0,55.018162,-7.345367
2036473,"St Eithne's Primary School, Londonderry",Londonderry,BT48 0LT,Catholic Maintained,Foyle,URBAN,311.0,55.013553,-7.353712
2036475,Longtower Primary School,Londonderry,BT48 6QQ,Catholic Maintained,Foyle,URBAN,290.0,54.993057,-7.327653
2036533,"Hollybush Primary School, Culmore",Londonderry,BT48 8JN,Catholic Maintained,Foyle,RURAL,428.0,55.051981,-7.269556
2036555,"St Eugene's Primary School, Derry",Londonderry,BT48 7DS,Catholic Maintained,Foyle,URBAN,199.0,54.999738,-7.327291
2036557,"All Saint's Primary School, Tattysallagh",Omagh,BT78 5BR,Catholic Maintained,West Tyrone,RURAL,102.0,54.560881,-7.411751
2036574,"Bunscoil Cholmcille, Derry",Londonderry,BT48 8EX,Catholic Maintained,Foyle,URBAN,151.0,55.027308,-7.308315
2036581,"St Patrick's Primary School, Pennyburn",Londonderry,BT48 7RD,Catholic Maintained,Foyle,URBAN,719.0,55.021037,-7.317757
2036632,"Holy Trinity Primary School, Mill Street",Enniskillen,BT74 6AZ,Catholic Maintained,Fermanagh And South Tyrone,URBAN,617.0,54.350536,-7.641488
2036659,"St Macartan's Primary School, Roslea",Rosslea,BT92 7NQ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,81.0,54.227755,-7.257756
2036674,"Holy Family Primary School, Omagh",Omagh,BT78 5HZ,Catholic Maintained,West Tyrone,URBAN,325.0,54.602108,-7.310223
2036696,"St Mary's Primary School, Strabane",Strabane,BT82 9EF,Catholic Maintained,West Tyrone,URBAN,705.0,54.815208,-7.473653
2036703,St Catherine’s Primary School,Strabane,BT82 8HT,Catholic Maintained,West Tyrone,URBAN,457.0,54.823083,-7.456593
2036711,Our Lady of Fatima Primary School,Londonderry,BT47 3AU,Catholic Maintained,East Londonderry,RURAL,98.0,54.986995,-7.181367
2036712,"St Michael's Primary School, Dunamanagh",Dunnamanagh,BT82 0QN,Catholic Maintained,West Tyrone,RURAL,76.0,54.871389,-7.309213
2046638,"Gaelscoil Ui Dhochartaigh, Strabane",Strabane,BT82 9AQ,Other Maintained,West Tyrone,URBAN,152.0,54.817641,-7.461006
2046646,"Gaelscoil Eadain Mhoir, Derry",Londonderry,BT48 6NP,Other Maintained,Foyle,URBAN,184.0,54.989937,-7.333673
2046669,"Bunscoil an Traonaigh, Lisnaskea",Lisnaskea,BT92 0PE,Other Maintained,Fermanagh And South Tyrone,RURAL,65.0,54.263484,-7.462464
2046687,"Gaelscoil Na Daroige, Derry",Londonderry,BT48 0ND,Other Maintained,Foyle,URBAN,114.0,55.023657,-7.346622
2046689,"Gaelscoil Leim An Mhadaidh, Limavady",Limavady,BT49 0BX,Other Maintained,East Londonderry,URBAN,123.0,55.052445,-6.942573
2056442,Sion Mills Primary School,Sion Mills,BT82 9HP,Controlled Integrated,West Tyrone,RURAL,235.0,54.784039,-7.47395
2066549,Enniskillen Integrated Primary School,Enniskillen,BT74 4FH,GMI,Fermanagh And South Tyrone,URBAN,465.0,54.364444,-7.647982
2066552,Omagh Integrated Primary School,Omagh,BT79 0EX,GMI,West Tyrone,URBAN,313.0,54.58178,-7.272057
2066558,Oakgrove Integrated Primary School,Londonderry,BT47 6JY,GMI,Foyle,URBAN,430.0,54.999642,-7.305307
2066665,"Roe Valley Integrated Primary School, Limavady",Limavady,BT49 9EX,GMI,East Londonderry,URBAN,179.0,55.037408,-6.949867
3010404,"Tildarg Primary School, Ballyclare",Kells,BT39 9JU,Controlled,South Antrim,RURAL,38.0,54.794311,-6.056293
3010486,Larne & Inver Primary School,Larne,BT40 3AY,Controlled,East Antrim,URBAN,200.0,54.848481,-5.823055
3010553,"Carrickfergus Model Primary School, Carrickfergus",Carrickfergus,BT38 8BU,Controlled,East Antrim,URBAN,364.0,54.712131,-5.817412
3010558,"Duneane Primary School, Toomebridge",Toomebridge,BT41 3RD,Controlled,South Antrim,RURAL,23.0,54.752938,-6.412306
3010570,"Straid Primary School, Ballyclare",Ballyclare,BT39 9NQ,Controlled,South Antrim,RURAL,18.0,54.751376,-5.926334
3010572,"Carrowreagh Primary School, Ballymoney",Ballymoney,BT53 7JL,Controlled,North Antrim,RURAL,89.0,55.017755,-6.505919
3010594,"Garryduff Primary School, Ballymoney",Ballymoney,BT53 7DR,Controlled,North Antrim,RURAL,72.0,55.03175,-6.447717
3010631,Ballyclare Primary School,Ballyclare,BT39 9BG,Controlled,South Antrim,URBAN,533.0,54.751327,-6.00478
3010642,"Parkgate Primary School, Ballyclare",Parkgate,BT39 0DH,Controlled,South Antrim,RURAL,51.0,54.725222,-6.092681
3010646,"Olderfleet Primary School, Larne",Larne,BT40 1BX,Controlled,East Antrim,URBAN,114.0,54.851256,-5.804001
3010696,"Woodburn Primary School, Carrickfergus",Carrickfergus,BT38 9AB,Controlled,East Antrim,URBAN,197.0,54.728669,-5.843831
3010714,"Buick Memorial Primary School, Ballymena",Cullybackey,BT42 1BW,Controlled,North Antrim,RURAL,277.0,54.888188,-6.353409
3010726,Dunseverick Primary School,Bushmills,BT57 8SR,Controlled,North Antrim,RURAL,91.0,55.22619,-6.445024
3010741,"Creavery Primary School, Antrim",Antrim,BT41 2LH,Controlled,South Antrim,RURAL,52.0,54.75642,-6.228509
3010745,"Loanends Primary School, Crumlin",Crumlin,BT29 4YR,Controlled,South Antrim,RURAL,184.0,54.66345,-6.105637
3010754,"Doagh Primary School, Ballyclare",Ballyclare,BT39 0QL,Controlled,South Antrim,RURAL,134.0,54.738077,-6.042388
3010779,"The Thompson Primary School, Ballyclare",Ballyclare,BT39 9RX,Controlled,South Antrim,RURAL,161.0,54.716772,-6.001527
3010780,"Kirkinriola Primary School, Ballymena",Ballymena,BT43 6TB,Controlled,North Antrim,RURAL,93.0,54.896659,-6.262434
3010781,"Harryville Primary School, Ballymena",Ballymena,BT42 4BY,Controlled,North Antrim,URBAN,228.0,54.859392,-6.273023
3010785,"Eden Primary School, Carrickfergus",Carrickfergus,BT38 7NL,Controlled,East Antrim,URBAN,207.0,54.728552,-5.774239
3010787,"Lislagan Primary School, Ballymoney",Ballymoney,BT53 7JF,Controlled,North Antrim,RURAL,109.0,55.047731,-6.505037
3010794,"Gracehill Primary School, Ballymena",Ballymena,BT42 2NL,Controlled,North Antrim,URBAN,426.0,54.85338,-6.327438
3010795,"Landhead Primary School, Ballymoney",Ballymoney,BT53 7HL,Controlled,North Antrim,RURAL,54.0,55.072787,-6.489871
3010796,"Eden Primary School, Ballymoney",Ballymoney,BT53 7PB,Controlled,North Antrim,RURAL,90.0,55.03145,-6.56373
3010802,Ballynure Primary School,Ballyclare,BT39 9UE,Controlled,South Antrim,RURAL,144.0,54.778394,-5.955464
3010804,"Straidbilly Primary School, Ballymoney",Ballymoney,BT53 8EE,Controlled,North Antrim,RURAL,87.0,55.17219,-6.453421
3010808,"Glynn Primary School, Larne",Glynn,BT40 3HF,Controlled,East Antrim,RURAL,87.0,54.827894,-5.8119
3010809,"Ballycarry Primary School, Carrickfergus",Ballycarry,BT38 9HE,Controlled,East Antrim,RURAL,38.0,54.776248,-5.752936
3010816,Randalstown Central Primary School,Randalstown,BT41 3AJ,Controlled,South Antrim,URBAN,174.0,54.749065,-6.324768
3010817,"Greenisland Primary School, Carrickfergus",Carrickfergus,BT38 8RA,Controlled,East Antrim,URBAN,410.0,54.700702,-5.873986
3010818,"Moorfields Primary School, Ballymena",Ballymena,BT42 3EF,Controlled,North Antrim,RURAL,209.0,54.828612,-6.154571
3010822,"Groggan Primary School, Randalstown",Randalstown,BT41 3EU,Controlled,South Antrim,RURAL,127.0,54.785514,-6.367005
3010825,"Carnaghts Primary School, Shankbridge",Kells,BT42 2LX,Controlled,North Antrim,RURAL,94.0,54.814547,-6.270115
3010826,"The Diamond Primary School, Cullybackey",Cullybackey,BT42 1EE,Controlled,North Antrim,RURAL,151.0,54.882061,-6.377391
3010827,"Whitehouse Primary School, Newtownabbey",Newtownabbey,BT37 9NZ,Controlled,Belfast North,URBAN,439.0,54.661514,-5.909372
3010828,"Kilbride Central Primary School, Ballyclare",Doagh,BT39 0SQ,Controlled,South Antrim,RURAL,102.0,54.760094,-6.052729
3010829,Antrim Primary School,Antrim,BT41 4AB,Controlled,South Antrim,URBAN,570.0,54.717316,-6.212895
3010834,Clough Primary School,Clough,BT44 9RY,Controlled,North Antrim,RURAL,189.0,54.963365,-6.283272
3010835,"Kells and Connor Primary School, Ballymena",Kells,BT42 3LS,Controlled,North Antrim,RURAL,221.0,54.812475,-6.220689
3010842,"William Pinkerton Memorial Primary School, Ballymoney",Ballymoney,BT53 8BB,Controlled,North Antrim,RURAL,89.0,55.123046,-6.471546
3010846,"Whiteabbey Primary School, Newtownabbey",Newtownabbey,BT37 0RU,Controlled,East Antrim,URBAN,423.0,54.679235,-5.893467
3010847,Portrush Primary School,Portrush,BT56 8JW,Controlled,East Londonderry,URBAN,178.0,55.1997,-6.647891
3010850,"Upper Ballyboley Primary School, Ballyclare",Ballyclare,BT39 9UW,Controlled,East Antrim,RURAL,11.0,54.796784,-5.95536
3010860,"Sunnylands Primary School, Carrickfergus",Carrickfergus,BT38 8JJ,Controlled,East Antrim,URBAN,200.0,54.72106,-5.815287
3010862,"Abbots Cross Primary School, Newtownabbey",Newtownabbey,BT37 9QW,Controlled,Belfast North,URBAN,312.0,54.669209,-5.91324
3010870,"Moyle Primary School, Larne",Larne,BT40 1NS,Controlled,East Antrim,URBAN,421.0,54.856238,-5.819227
3010873,Bushmills Primary School,Bushmills,BT57 8QW,Controlled,North Antrim,RURAL,107.0,55.204966,-6.527832
3010874,"Whitehead Primary School, Carrickfergus",Whitehead,BT38 9NE,Controlled,East Antrim,RURAL,415.0,54.757729,-5.710212
3010875,Ballymena Primary School,Ballymena,BT43 5BX,Controlled,North Antrim,URBAN,244.0,54.872475,-6.283945
3010878,"Kilmoyle Primary School, Ballymoney",Ballymoney,BT53 6NS,Controlled,North Antrim,RURAL,111.0,55.131635,-6.549567
3010879,"Straidhavern Primary School, Crumlin",Crumlin,BT29 4SN,Controlled,South Antrim,RURAL,46.0,54.644993,-6.147271
3010880,"King's Park Primary School, Newtownabbey",Newtownabbey,BT37 0DG,Controlled,Belfast North,URBAN,302.0,54.677807,-5.913202
3010883,"Linn Primary School, Larne",Larne,BT40 2HT,Controlled,East Antrim,URBAN,408.0,54.863391,-5.840866
3010891,"Fourtowns Primary School, Ahoghill",Ahoghill,BT42 1LA,Controlled,North Antrim,RURAL,268.0,54.853382,-6.365883
3010892,"Ballytober Primary School, Bushmills",Bushmills,BT57 8UR,Controlled,East Londonderry,RURAL,83.0,55.189198,-6.549391
3010893,"Knockahollet Primary School, Ballymena",Ballymena,BT44 9BA,Controlled,North Antrim,RURAL,67.0,55.046713,-6.361116
3010895,Rathcoole Primary School,Newtownabbey,BT37 9EL,Controlled,Belfast North,URBAN,174.0,54.665168,-5.928049
3012049,"Carnalridge Primary School, Portrush",Portrush,BT56 8PB,Controlled,East Londonderry,RURAL,119.0,55.181707,-6.658516
3012065,"Culcrow Primary School, Aghadowey",Coleraine,BT51 4BT,Controlled,East Londonderry,RURAL,102.0,55.053707,-6.606702
3012225,"Damhead Primary School, Coleraine",Coleraine,BT52 1UF,Controlled,East Londonderry,RURAL,204.0,55.10324,-6.616839
3012229,"Hezlett Primary School, Coleraine",Castlerock,BT51 4TZ,Controlled,East Londonderry,RURAL,165.0,55.153828,-6.781233
3012233,"Tobermore Primary School, Tobermore",Tobermore,BT45 5QB,Controlled,Mid Ulster,RURAL,79.0,54.815827,-6.702548
3012234,"Ampertaine Primary School, Maghera",Maghera,BT46 5SB,Controlled,Mid Ulster,RURAL,120.0,54.884641,-6.629046
3012237,"Killowen Primary School, Coleraine",Coleraine,BT51 3BZ,Controlled,East Londonderry,URBAN,199.0,55.127567,-6.675885
3012250,Portstewart Primary School,Portstewart,BT55 7BT,Controlled,East Londonderry,URBAN,254.0,55.18539,-6.714378
3012264,"Millburn Primary School, Coleraine",Coleraine,BT52 2AQ,Controlled,East Londonderry,URBAN,318.0,55.138851,-6.66204
3012267,Magherafelt Primary School,Magherafelt,BT45 6PA,Controlled,Mid Ulster,URBAN,240.0,54.75997,-6.599445
3012269,"Kilrea Primary School, Coleraine",Kilrea,BT51 5SE,Controlled,East Londonderry,RURAL,90.0,54.94844,-6.553629
3012284,"D H Christie Memorial Primary School, Coleraine",Coleraine,BT51 3HX,Controlled,East Londonderry,URBAN,326.0,55.139124,-6.682935
3012288,"Castleroe Primary School, Coleraine",Coleraine,BT51 3RN,Controlled,East Londonderry,RURAL,92.0,55.107341,-6.657422
3012290,Bellaghy Primary School,Bellaghy,BT45 8HZ,Controlled,Mid Ulster,RURAL,48.0,54.810154,-6.516423
3012291,Maghera Primary School,Maghera,BT46 5BS,Controlled,Mid Ulster,RURAL,67.0,54.845057,-6.666739
3013301,"Carnmoney Primary School, Newtownabbey",Newtownabbey,BT36 6JS,Controlled,South Antrim,URBAN,378.0,54.68306,-5.950925
3013310,"Broughshane Primary School, Ballymena",Broughshane,BT42 4LB,Controlled,North Antrim,RURAL,309.0,54.892277,-6.215488
3013315,"Ballykeel Primary School, Ballymena",Ballymena,BT42 4DN,Controlled,North Antrim,URBAN,423.0,54.858722,-6.258817
3013322,"Camphill Primary School, Ballymena",Ballymena,BT42 2DG,Controlled,North Antrim,URBAN,388.0,54.850952,-6.279737
3013323,Mossgrove Primary School,Newtownabbey,BT36 5DN,Controlled,Belfast North,URBAN,230.0,54.675706,-5.971994
3013325,"Leaney Primary School, Ballymoney",Ballymoney,BT53 7AL,Controlled,North Antrim,URBAN,287.0,55.066464,-6.505247
3013330,"Victoria Primary School, Carrickfergus",Carrickfergus,BT38 7EZ,Controlled,East Antrim,URBAN,410.0,54.724088,-5.79499
3013331,Ballycraigy Primary School,Antrim,BT41 1PU,Controlled,South Antrim,URBAN,147.0,54.707264,-6.188233
3013332,"Toreagh Primary School, Larne",Larne,BT40 3DU,Controlled,East Antrim,RURAL,114.0,54.80489,-5.860117
3013700,"Macosquin Primary School, Coleraine",Coleraine,BT51 4ND,Controlled,East Londonderry,RURAL,183.0,55.103092,-6.701323
3013704,Castledawson Primary School,Castledawson,BT45 8AB,Controlled,Mid Ulster,RURAL,139.0,54.778099,-6.558798
3016005,"Silverstream Primary School, Greenisland",Carrickfergus,BT38 8XD,Controlled,East Antrim,URBAN,147.0,54.691829,-5.869642
3016014,"Templepatrick Primary School, Ballyclare",Templepatrick,BT39 0AQ,Controlled,South Antrim,RURAL,435.0,54.699951,-6.091665
3016015,"Mossley Primary School, Newtownabbey",Newtownabbey,BT36 5NA,Controlled,South Antrim,URBAN,548.0,54.692227,-5.946787
3016037,"Greystone Primary School, Antrim",Antrim,BT41 1JW,Controlled,South Antrim,URBAN,174.0,54.713521,-6.188451
3016038,"Hollybank Primary School, Monkstown",Newtownabbey,BT37 0HF,Controlled,East Antrim,URBAN,184.0,54.685744,-5.908716
3016040,"Armoy Primary School, Ballymoney",Ballymoney,BT53 8TD,Controlled,North Antrim,RURAL,92.0,55.127342,-6.340615
3016052,"Harpurs Hill Primary School, Coleraine",Coleraine,BT52 2ER,Controlled,East Londonderry,URBAN,244.0,55.136238,-6.652296
3016055,"Gorran Primary School, Coleraine",Garvagh,BT51 4HA,Controlled,East Londonderry,RURAL,83.0,55.023986,-6.692078
3016058,"Parkhall Primary School, Antrim",Antrim,BT41 1AZ,Controlled,South Antrim,URBAN,193.0,54.721202,-6.201689
3016063,"Dunclug Primary School, Ballymena",Ballymena,BT43 6SU,Controlled,North Antrim,URBAN,161.0,54.878934,-6.276332
3016119,Garvagh Primary School,Garvagh,BT51 5HP,Controlled,East Londonderry,RURAL,101.0,54.987462,-6.685564
3016125,Rasharkin Primary School,Ballymena,BT44 8RX,Controlled,North Antrim,RURAL,68.0,54.954926,-6.479279
3016129,"Carniny Primary School, Ballymena",Ballymena,BT43 5JR,Controlled,North Antrim,URBAN,287.0,54.872217,-6.298818
3016170,"Ballyhenry Primary School, Newtownabbey",Newtownabbey,BT36 5AZ,Controlled,Belfast North,URBAN,152.0,54.680524,-5.970529
3016225,"Woodlawn Primary School, Carrickfergus",Carrickfergus,BT38 8EZ,Controlled,East Antrim,URBAN,135.0,54.723673,-5.821712
3016244,"Ashgrove Primary School, Newtownabbey",Newtownabbey,BT36 6LJ,Controlled,Belfast North,URBAN,362.0,54.675534,-5.951615
3016249,"Earlview Primary School, Newtownabbey",Newtownabbey,BT36 5US,Controlled,South Antrim,URBAN,205.0,54.688617,-5.957531
3016252,"Ballysally Primary School, Coleraine",Coleraine,BT52 2QU,Controlled,East Londonderry,URBAN,282.0,55.146392,-6.660737
3016257,"Oakfield Primary School, Carrickfergus",Carrickfergus,BT38 7SP,Controlled,East Antrim,URBAN,278.0,54.734919,-5.807569
3016260,Cloughmills Primary School,Cloughmills,BT44 9LF,Controlled,North Antrim,RURAL,89.0,54.997223,-6.330208
3016264,"The Irish Society's Primary School, Coleraine",Coleraine,BT52 1JL,Controlled,East Londonderry,URBAN,417.0,55.121472,-6.659095
3016269,"Cairncastle Primary School, Ballygally",Ballygalley,BT40 2RB,Controlled,East Antrim,RURAL,66.0,54.897785,-5.871936
3016283,"Knockloughrim Primary School, Magherafelt",Knockcloghrim,BT45 8QT,Controlled,Mid Ulster,RURAL,126.0,54.810153,-6.604926
3016414,"Fairview Primary School, Ballyclare",Ballyclare,BT39 9HS,Controlled,South Antrim,URBAN,498.0,54.755107,-6.00624
3016440,Portglenone Primary School,Portglenone,BT44 8AF,Controlled,North Antrim,RURAL,134.0,54.873626,-6.472325
3016444,"Hazelbank Primary School, Ballymena",Ballymena,BT42 4LP,Controlled,North Antrim,RURAL,162.0,54.903359,-6.111208
3016447,"Balnamore Primary School, Ballymoney",Antrim,BT53 7PT,Controlled,North Antrim,RURAL,16.0,55.064919,-6.563486
3016594,"Bushvalley Primary School, Ballymoney",Ballymoney,BT53 8PR,Controlled,North Antrim,RURAL,173.0,55.117606,-6.414263
3016705,Islandmagee Primary School,Larne,BT40 3TQ,Controlled,East Antrim,RURAL,138.0,54.825414,-5.72974
3030434,"Creggan Primary School, Randalstown",Randalstown,BT41 3LH,Catholic Maintained,South Antrim,RURAL,107.0,54.721371,-6.362539
3030438,"Millquarter Primary School, Toomebridge",Antrim,BT41 3PY,Catholic Maintained,North Antrim,RURAL,125.0,54.795429,-6.432113
3030547,"St Patrick's Primary School, Portrush",Portrush,BT56 8JE,Catholic Maintained,East Londonderry,URBAN,69.0,55.202199,-6.64732
3030588,"St Mary's Primary School, Rathlin",Ballycastle,BT54 6RT,Catholic Maintained,North Antrim,RURAL,12.0,55.293389,-6.197745
3030621,"St Mary's Primary School, Portglenone",Portglenone,BT44 8BL,Catholic Maintained,North Antrim,RURAL,244.0,54.871256,-6.47039
3030688,"Mount St Michael's Primary School, Randalstown",Randalstown,BT41 2AF,Catholic Maintained,South Antrim,URBAN,382.0,54.750747,-6.310021
3030708,"Glenann Primary School, Cushendall",Cushendall,BT44 0TG,Catholic Maintained,East Antrim,RURAL,55.0,55.093239,-6.101322
3030719,"St Olcan's Primary School, Ballymoney",Armoy,BT53 8RJ,Catholic Maintained,North Antrim,RURAL,77.0,55.13272,-6.320666
3030815,Moneynick Primary School,Randalstown,BT41 3HS,Catholic Maintained,South Antrim,RURAL,59.0,54.741456,-6.385782
3030832,"St Comgall's Primary School, Antrim",Antrim,BT41 4JG,Catholic Maintained,South Antrim,URBAN,500.0,54.721867,-6.22179
3030894,"St Mary's Primary School, Cushendall",Ballymena,BT44 0SQ,Catholic Maintained,East Antrim,RURAL,142.0,55.076377,-6.060407
3030898,"St Anne's Primary School, Loughgiel",Ballymena,BT44 9JE,Catholic Maintained,North Antrim,RURAL,91.0,55.031928,-6.290085
3030900,"St Anthony's Primary School, Larne",Larne,BT40 2BG,Catholic Maintained,East Antrim,URBAN,71.0,54.85511,-5.838505
3032018,"St Brigid's Primary School, Tirkane",Maghera,BT46 5NH,Catholic Maintained,Mid Ulster,RURAL,263.0,54.873085,-6.711582
3032109,"New Row Primary School, Castledawson",Castledawson,BT45 8AP,Catholic Maintained,Mid Ulster,RURAL,198.0,54.776884,-6.554879
3032185,"St Trea's Primary School, Magherafelt",Magherafelt,BT45 6LL,Catholic Maintained,Mid Ulster,RURAL,106.0,54.738229,-6.525932
3032197,"Knocknagin Primary School, Dessertmartin",Desertmartin,BT45 5LE,Catholic Maintained,Mid Ulster,RURAL,74.0,54.77469,-6.678379
3032202,"St Columba's Primary School, Garvagh",Garvagh,BT51 5EQ,Catholic Maintained,East Londonderry,RURAL,101.0,55.016711,-6.735542
3032205,"St Columb's Primary School, Desertmartin",Desertmartin,BT45 5NQ,Catholic Maintained,Mid Ulster,RURAL,77.0,54.766304,-6.713828
3032218,"Crossroads Primary School, Kilrea",Kilrea,BT51 5TW,Catholic Maintained,Mid Ulster,RURAL,108.0,54.919153,-6.59261
3032231,"St Colum's Primary School, Portstewart",Portstewart,BT55 7EF,Catholic Maintained,East Londonderry,URBAN,150.0,55.182763,-6.716504
3032246,"St John Bosco Primary School, Ballynease",Portglenone,BT44 8NZ,Catholic Maintained,Mid Ulster,RURAL,107.0,54.844974,-6.482157
3032257,"Anahorish Primary School, Toomebridge",Toome,BT41 3SS,Catholic Maintained,Mid Ulster,RURAL,186.0,54.769776,-6.50359
3032268,"St Columba's Primary School, Straw",Draperstown,BT45 7BB,Catholic Maintained,Mid Ulster,RURAL,145.0,54.783686,-6.806025
3032271,"St Eoghan's Primary School, Magherafelt",Draperstown,BT45 7DZ,Catholic Maintained,Mid Ulster,RURAL,131.0,54.816163,-6.830159
3032273,"St Mary's Primary School, Draperstown",Draperstown,BT45 7AF,Catholic Maintained,Mid Ulster,RURAL,177.0,54.793383,-6.778392
3032274,"St John's Primary School, Swatragh",Maghera,BT46 5PY,Catholic Maintained,Mid Ulster,RURAL,225.0,54.903513,-6.668346
3032275,"St Mary's Primary School, Greenlough",Clady,BT44 8NN,Catholic Maintained,Mid Ulster,RURAL,160.0,54.867799,-6.515397
3032281,"St Mary's Primary School, Bellaghy",Bellaghy,BT45 8HX,Catholic Maintained,Mid Ulster,RURAL,208.0,54.809503,-6.519744
3032285,St Patrick's & St Joseph's Primary School,Garvagh,BT51 5BA,Catholic Maintained,East Londonderry,RURAL,155.0,54.975286,-6.70286
3032297,"St Malachy's Primary School, Coleraine",Coleraine,BT52 1HJ,Catholic Maintained,East Londonderry,URBAN,170.0,55.126048,-6.665965
3033303,"St Oliver Plunkett's Primary School, Toomebridge",Toome,BT41 3NJ,Catholic Maintained,South Antrim,RURAL,206.0,54.75165,-6.460101
3033313,"St Bernard's Primary School, Newtownabbey",Newtownabbey,BT36 6DW,Catholic Maintained,Belfast North,URBAN,624.0,54.667811,-5.949213
3033317,"St John's Primary School, Carnlough",Carnlough,BT44 0HJ,Catholic Maintained,East Antrim,RURAL,146.0,54.988616,-5.993239
3033320,"St Patrick's Primary School, Rasharkin",Ballymena,BT44 8SB,Catholic Maintained,North Antrim,RURAL,242.0,54.963076,-6.472304
3033326,"St Brigid's Primary School, Ballymoney",Ballymoney,BT53 6JX,Catholic Maintained,North Antrim,URBAN,209.0,55.06696,-6.521633
3033709,"St John's Primary School, Coleraine",Coleraine,BT51 3DX,Catholic Maintained,East Londonderry,URBAN,166.0,55.130634,-6.682023
3036026,"St Joseph's Primary School, Crumlin",Crumlin,BT29 4LA,Catholic Maintained,South Antrim,URBAN,541.0,54.611733,-6.221597
3036039,"St Mary's Primary School, Glenview",Maghera,BT46 5AP,Catholic Maintained,Mid Ulster,RURAL,274.0,54.8455,-6.680112
3036046,St Mary's-on-the-Hill Primary School,Newtownabbey,BT36 6JU,Catholic Maintained,Belfast North,URBAN,342.0,54.678031,-5.954776
3036050,"St Joseph's Primary School, Antrim",Antrim,BT41 1JZ,Catholic Maintained,South Antrim,URBAN,345.0,54.716743,-6.181665
3036100,"St James Primary School, Newtownabbey",Newtownabbey,BT37 0AS,Catholic Maintained,East Antrim,URBAN,261.0,54.676553,-5.905607
3036103,"St Brigid's Primary School, Knockloughrim",Gulladuff,BT45 8PG,Catholic Maintained,Mid Ulster,RURAL,263.0,54.840127,-6.591284
3036131,"St Patrick's Primary School, Glenariff",Ballymena,BT44 0RB,Catholic Maintained,East Antrim,RURAL,83.0,55.056884,-6.052131
3036139,"St MacNissi's Primary School, Newtownabbey",Newtownabbey,BT36 6UE,Catholic Maintained,South Antrim,URBAN,172.0,54.692454,-5.94113
3036147,"St Columba's Primary School, Kilrea",Kilrea,BT51 5UT,Catholic Maintained,East Londonderry,RURAL,258.0,54.957934,-6.555754
3036154,"St Patrick's Primary School, Loughgiel",Ballymena,BT44 9JR,Catholic Maintained,North Antrim,RURAL,154.0,55.064334,-6.297939
3036243,"St Joseph's Primary School, Dunloy",Dunloy,BT44 9EF,Catholic Maintained,North Antrim,RURAL,312.0,55.004747,-6.413046
3036268,"St Ciaran's Primary School, Cushendun",Cushendall,BT44 0NJ,Catholic Maintained,East Antrim,RURAL,44.0,55.117373,-6.05599
3036292,"St Patrick's Primary School, Maghera",Maghera,BT46 5JN,Catholic Maintained,Mid Ulster,RURAL,171.0,54.846555,-6.710591
3036559,"St Patrick's & St Brigid's Primary School, Ballycastle",Ballycastle,BT54 6AN,Catholic Maintained,North Antrim,URBAN,448.0,55.204587,-6.252782
3036562,"Holy Family Primary School, Magherafelt",Magherafelt,BT45 6AX,Catholic Maintained,Mid Ulster,URBAN,568.0,54.757521,-6.602947
3036563,"St Nicholas' Primary School, Carrickfergus",Carrickfergus,BT38 8AU,Catholic Maintained,East Antrim,URBAN,131.0,54.714758,-5.814617
3036575,"St MacNissi's Primary School, Larne",Larne,BT40 1RF,Catholic Maintained,East Antrim,URBAN,169.0,54.851954,-5.815331
